,algorithm,nbRules
0,mocsoarm,1
1,mopso,2
2,nsgaii,1
3,hmofaarm,3
4,mosaarm,3
5,mowsaarm,2
6,mocatsoarm,6
7,motlboarm,2
8,mofpaarm,1
9,moaloarm,1
10,modaarm,3
11,mohsbotsarm,3
12,modearm,3
13,nshsdearm,5
14,mogeaarm,2
15,mogsaarm,3
16,mossoarm,1
17,mowoaarm,3
18,mososarm,2
19,mocssarm,5
