,algorithm,nbRules
0,mocsoarm,5
1,mopso,4
2,nsgaii,3
3,hmofaarm,1
4,mosaarm,1
5,mowsaarm,4
6,mocatsoarm,3
7,motlboarm,4
8,mofpaarm,1
9,moaloarm,1
10,modaarm,3
11,mohsbotsarm,1
12,modearm,1
13,nshsdearm,4
14,mogeaarm,4
15,mogsaarm,2
16,mossoarm,2
17,mowoaarm,1
18,mososarm,2
19,mocssarm,4
