,score,algorithm
0,6.33,mohsbotsarm
1,5.44,mososarm
2,5.18,mocsoarm
3,4.8,motlboarm
4,4.78,mogsaarm
5,4.73,mogeaarm
6,4.36,modaarm
7,3.98,mocssarm
8,3.61,mosaarm
9,3.59,nshsdearm
10,3.48,mopso
11,3.37,mocatsoarm
12,2.86,mofpaarm
13,2.85,mowsaarm
14,2.74,mossoarm
15,2.68,mowoaarm
16,2.59,nsgaii
17,2.32,moaloarm
18,2.01,modearm
19,1.59,hmofaarm
