,algorithm,support,confidence,cosine
0,mocsoarm,0.33112582781456956,1.0,0.575435337648436
1,mopso,0.1456953642384106,1.0,0.38170062121826653
2,nsgaii,0.013245033112582781,0.11111111111111112,0.23570226039551584
3,nsgaii,0.019867549668874173,0.019867549668874173,0.06303578296313005
4,hmofaarm,0.847682119205298,1.0,0.9206965402374976
5,mosaarm,0.039735099337748346,1.0,0.19933664825552863
6,mosaarm,0.09933774834437085,0.19999999999999998,0.14095229572048187
7,mowsaarm,0.006622516556291391,1.0,0.08137884587711595
8,mocatsoarm,0.847682119205298,1.0,0.9206965402374976
9,motlboarm,0.052980132450331126,1.0,0.2301741350593744
10,mofpaarm,0.013245033112582781,0.6666666666666666,0.5163977794943222
11,mofpaarm,0.026490066225165563,1.0,0.1627576917542319
12,mofpaarm,0.059602649006622516,0.6923076923076923,0.5095246653650681
13,mofpaarm,0.06622516556291391,0.9090909090909092,0.24536645240595825
14,moaloarm,0.847682119205298,1.0,0.9206965402374976
15,modaarm,0.847682119205298,1.0,0.9206965402374976
16,mohsbotsarm,0.013245033112582781,1.0,0.1150870675296872
17,modearm,0.23178807947019867,1.0,0.48144374486558517
18,nshsdearm,0.006622516556291391,0.09999999999999999,0.15811388300841897
19,nshsdearm,0.006622516556291391,0.16666666666666666,0.1543033499620919
20,mogeaarm,0.3443708609271523,1.0,0.5868312030960455
21,mogsaarm,0.06622516556291391,0.078125,0.125
22,mossoarm,0.8079470198675497,1.0,0.8988587318747867
23,mowoaarm,0.8079470198675497,1.0,0.8988587318747867
24,mososarm,0.033112582781456956,0.5,0.13975424859373686
25,mocssarm,0.013245033112582781,1.0,0.1150870675296872
26,mocssarm,0.026490066225165563,0.25,0.2672612419124244
