,algorithm,support,confidence,cosine
0,mocsoarm,0.8079470198675497,1.0,0.8988587318747867
1,mopso,0.8079470198675497,1.0,0.8988587318747867
2,nsgaii,0.026490066225165563,0.39999999999999997,0.2581988897471611
3,nsgaii,0.033112582781456956,1.0,0.18196863131170976
4,hmofaarm,0.847682119205298,1.0,0.9206965402374976
5,mosaarm,0.09271523178807947,1.0,0.30449175980324894
6,mosaarm,0.09933774834437085,0.19999999999999998,0.14095229572048187
7,mowsaarm,0.006622516556291391,1.0,0.2672612419124244
8,mowsaarm,0.013245033112582781,0.08333333333333333,0.18257418583505536
9,mowsaarm,0.026490066225165563,0.026490066225165563,0.1150870675296872
10,mowsaarm,0.026490066225165563,0.037037037037037035,0.06506000486323554
11,mocatsoarm,0.847682119205298,1.0,0.9206965402374976
12,motlboarm,0.8079470198675497,1.0,0.8988587318747867
13,mofpaarm,0.013245033112582781,0.6666666666666666,0.5163977794943222
14,mofpaarm,0.059602649006622516,0.6923076923076923,0.5095246653650681
15,mofpaarm,0.0728476821192053,1.0,0.26990309764655407
16,moaloarm,0.847682119205298,1.0,0.9206965402374976
17,modaarm,0.847682119205298,1.0,0.9206965402374976
18,mohsbotsarm,0.013245033112582781,1.0,0.1150870675296872
19,mohsbotsarm,0.033112582781456956,0.3846153846153847,0.11285215444154723
20,modearm,0.23178807947019867,1.0,0.48144374486558517
21,nshsdearm,0.013245033112582781,0.25,0.25
22,nshsdearm,0.019867549668874173,0.1875,0.1267731382092775
23,nshsdearm,0.026490066225165563,0.03125,0.17677669529663687
24,nshsdearm,0.033112582781456956,0.033112582781456956,0.1050596382718834
25,mogeaarm,0.3443708609271523,1.0,0.5868312030960455
26,mogsaarm,0.013245033112582781,0.04081632653061225,0.20203050891044214
27,mogsaarm,0.019867549668874173,0.2,0.1328422328310143
28,mogsaarm,0.06622516556291391,0.078125,0.125
29,mossoarm,0.847682119205298,1.0,0.9206965402374976
30,mowoaarm,0.8079470198675497,1.0,0.8988587318747867
31,mososarm,0.013245033112582781,1.0,0.1150870675296872
32,mososarm,0.033112582781456956,0.5,0.13975424859373686
33,mososarm,0.052980132450331126,0.18181818181818182,0.20385887657505022
34,mocssarm,0.013245033112582781,1.0,0.1150870675296872
35,mocssarm,0.026490066225165563,0.25,0.2672612419124244
