,algorithm,nbRules
0,mocsoarm,4
1,mopso,2
2,nsgaii,3
3,hmofaarm,2
4,mosaarm,1
5,mowsaarm,2
6,mocatsoarm,2
7,motlboarm,4
8,mofpaarm,3
9,moaloarm,2
10,modaarm,2
11,mohsbotsarm,3
12,modearm,1
13,nshsdearm,5
14,mogeaarm,1
15,mogsaarm,1
16,mossoarm,5
17,mowoaarm,1
18,mososarm,2
19,mocssarm,6
