,score,algorithm
0,32.0,mopso
1,32.0,hmofaarm
2,32.0,mofpaarm
3,29.0,mocatsoarm
4,29.0,moaloarm
5,29.0,modearm
6,28.0,modaarm
7,27.0,mowoaarm
8,26.0,mocsoarm
9,25.0,mogeaarm
10,20.0,nsgaii
11,13.0,mosaarm
12,10.5,mowsaarm
13,6.0,motlboarm
14,4.0,mocssarm
15,3.5,nshsdearm
16,3.5,mossoarm
17,0.5,mogsaarm
18,0.33,mohsbotsarm
19,0.0,mososarm
