,score,algorithm
0,26.0,mopso
1,26.0,hmofaarm
2,26.0,mocatsoarm
3,26.0,mofpaarm
4,26.0,mogeaarm
5,26.0,mossoarm
6,26.0,mososarm
7,23.0,moaloarm
8,23.0,modearm
9,23.0,mowoaarm
10,21.0,mocsoarm
11,21.0,modaarm
12,14.0,nsgaii
13,9.0,mosaarm
14,4.67,mowsaarm
15,2.25,mocssarm
16,0.75,nshsdearm
17,0.67,motlboarm
18,0.5,mohsbotsarm
19,0.0,mogsaarm
