,score,algorithm
0,34.0,hmofaarm
1,34.0,mofpaarm
2,32.0,moaloarm
3,32.0,modearm
4,31.0,modaarm
5,30.0,mocsoarm
6,28.0,mogeaarm
7,28.0,mowoaarm
8,27.0,mosaarm
9,16.5,mowsaarm
10,9.0,motlboarm
11,7.5,mocssarm
12,7.33,nshsdearm
13,3.5,mopso
14,3.5,mocatsoarm
15,3.0,mogsaarm
16,1.0,nsgaii
17,1.0,mossoarm
18,1.0,mososarm
19,0.0,mohsbotsarm
