,algorithm,nbRules
0,mocsoarm,3
1,mopso,1
2,nsgaii,2
3,hmofaarm,1
4,mosaarm,1
5,mowsaarm,1
6,mocatsoarm,1
7,motlboarm,2
8,mofpaarm,1
9,moaloarm,1
10,modaarm,1
11,mohsbotsarm,1
12,modearm,2
13,nshsdearm,1
14,mogeaarm,2
15,mogsaarm,2
16,mossoarm,2
17,mowoaarm,1
18,mososarm,2
19,mocssarm,1
