,score,algorithm
0,12.58,mohsbotsarm
1,11.71,mocsoarm
2,10.24,mososarm
3,9.74,nsgaii
4,9.35,mosaarm
5,9.2,mowoaarm
6,9.1,mossoarm
7,8.95,mogeaarm
8,8.31,nshsdearm
9,6.71,moaloarm
10,6.62,mopso
11,6.15,modaarm
12,5.8,mowsaarm
13,5.23,modearm
14,4.97,motlboarm
15,4.63,mocatsoarm
16,2.88,mogsaarm
17,2.79,mofpaarm
18,2.79,mocssarm
19,2.72,hmofaarm
