,score,algorithm
0,10.9,mogsaarm
1,9.29,mocsoarm
2,8.73,modaarm
3,7.58,mossoarm
4,6.9,mosaarm
5,5.79,nsgaii
6,5.41,nshsdearm
7,5.33,modearm
8,5.32,mososarm
9,4.8,mohsbotsarm
10,4.6,mogeaarm
11,4.53,mowoaarm
12,4.21,motlboarm
13,3.29,moaloarm
14,2.91,hmofaarm
15,2.91,mofpaarm
16,2.77,mowsaarm
17,2.69,mocatsoarm
18,2.61,mopso
19,2.32,mocssarm
