,algorithm,support,confidence,cosine
0,mocsoarm,0.28865979381443296,1.0,0.5372706895173354
1,mocsoarm,0.5463917525773195,0.9636363636363635,0.739075352889284
2,mocsoarm,0.7164948453608248,0.8273809523809523,0.8504750887649581
3,mopso,0.12886597938144329,1.0,0.396525792859072
4,mopso,0.6752577319587629,0.9225352112676057,0.812646330416317
5,nsgaii,0.4690721649484536,1.0,0.6848884324825859
6,hmofaarm,0.9175257731958762,1.0,0.957875656437659
7,mosaarm,0.005154639175257732,1.0,0.408248290463863
8,mosaarm,0.09278350515463918,1.0,0.3046038495400857
9,mosaarm,0.10824742268041238,0.9545454545454546,0.3309652594769214
10,mosaarm,0.18041237113402062,0.7446808510638298,0.8072148070252745
11,mosaarm,0.3917525773195876,0.8,0.6475417707203035
12,mosaarm,0.4175257731958763,0.48502994011976047,0.6570616003846266
13,mowsaarm,0.005154639175257732,1.0,1.0
14,mowsaarm,0.015463917525773196,1.0,0.14383899044561527
15,mowsaarm,0.865979381443299,0.9438202247191012,0.9308372098372173
16,mocatsoarm,0.8195876288659794,1.0,0.905310791312011
17,motlboarm,0.005154639175257732,1.0,0.447213595499958
18,motlboarm,0.061855670103092786,1.0,0.25607375986579195
19,motlboarm,0.1134020618556701,0.36666666666666664,0.5680375574437545
20,motlboarm,0.27319587628865977,0.9464285714285714,0.5480543390915644
21,mofpaarm,0.7525773195876289,1.0,0.8675121437695433
22,moaloarm,0.005154639175257732,1.0,0.3333333333333333
23,moaloarm,0.08762886597938144,1.0,0.31810450514017585
24,moaloarm,0.211340206185567,0.9761904761904762,0.5309028287247624
25,moaloarm,0.8041237113402062,0.9454545454545455,0.8977534471462035
26,modaarm,0.24742268041237114,1.0,0.4974160033738069
27,modaarm,0.8195876288659794,0.9464285714285714,0.9068113318486303
28,mohsbotsarm,0.7474226804123711,1.0,0.8645361070611055
29,mohsbotsarm,0.7989690721649485,0.9281437125748503,0.8990078034216007
30,modearm,0.005154639175257732,1.0,1.0
31,modearm,0.29896907216494845,1.0,0.5467806435536543
32,modearm,0.7577319587628866,0.9483870967741934,0.9109548340490977
33,nshsdearm,0.04639175257731959,1.0,0.23145502494313785
34,nshsdearm,0.7783505154639175,0.9741935483870967,0.9090778937418826
35,nshsdearm,0.8092783505154639,0.9401197604790419,0.8980817517134552
36,nshsdearm,0.865979381443299,0.9180327868852459,0.9308372098372173
37,mogeaarm,0.4690721649484536,1.0,0.6848884324825859
38,mogeaarm,0.7783505154639175,0.9741935483870967,0.9090778937418826
39,mogsaarm,0.005154639175257732,1.0,1.0
40,mogsaarm,0.30927835051546393,1.0,0.5561279983200486
41,mogsaarm,0.4793814432989691,0.8454545454545455,0.6841194928661809
42,mossoarm,0.10309278350515463,0.9523809523809523,0.6900655593423541
43,mossoarm,0.12886597938144329,1.0,0.413802944301184
44,mossoarm,0.16494845360824742,1.0,0.4061384660534476
45,mossoarm,0.44329896907216493,0.945054945054945,0.6664264264186257
46,mossoarm,0.5721649484536082,0.7816901408450704,0.7735614262830863
47,mossoarm,0.7010309278350515,0.7727272727272727,0.8513312459214284
48,mowoaarm,0.788659793814433,1.0,0.8880651968264678
49,mososarm,0.005154639175257732,1.0,0.5
50,mososarm,0.08247422680412371,1.0,0.28718326344709527
51,mososarm,0.19072164948453607,0.8043478260869565,0.42469860660927883
52,mososarm,0.27835051546391754,0.5934065934065934,0.5807794766197366
53,mocssarm,0.005154639175257732,1.0,0.447213595499958
54,mocssarm,0.13917525773195877,1.0,0.40209034644789327
55,mocssarm,0.15463917525773196,0.9677419354838711,0.4061477708054118
56,mocssarm,0.21649484536082475,0.8936170212765958,0.4591878204596923
