,score,algorithm
0,11.62,nshsdearm
1,10.34,mossoarm
2,10.15,mocssarm
3,10.08,motlboarm
4,7.56,mogeaarm
5,7.53,mocatsoarm
6,7.48,mogsaarm
7,5.65,moaloarm
8,4.97,mohsbotsarm
9,4.92,mowsaarm
10,4.92,mofpaarm
11,4.92,mososarm
12,4.88,mowoaarm
13,2.95,nsgaii
14,2.91,mopso
15,2.91,mosaarm
16,2.88,hmofaarm
17,2.86,mocsoarm
18,2.86,modearm
19,2.8,modaarm
