,algorithm,support,confidence,cosine
0,mocsoarm,0.005908419497784343,1.0,0.14177624100166716
1,mocsoarm,0.01772525849335303,0.4736842105263158,0.19088542889273336
2,mocsoarm,0.023633677991137372,0.47058823529411764,0.205094497428507
3,mopso,0.4342688330871492,1.0,0.6589907685902354
4,nsgaii,0.02978828163466273,1.0,0.17259282034506165
5,nsgaii,0.03151157065484983,0.07281001137656427,0.1908009583002196
6,nsgaii,0.03545051698670606,0.036391205458680825,0.15575879955598193
7,nsgaii,0.07090103397341212,0.14516129032258066,0.10144991659329065
8,hmofaarm,0.690792712949286,1.0,0.8311394064471291
9,mosaarm,0.011816838995568686,1.0,0.1087052850397288
10,mosaarm,0.023633677991137372,0.5,0.1087052850397288
11,mosaarm,0.028064992614475627,0.3890784982935154,0.1588406317845747
12,mosaarm,0.03323485967503693,0.1809651474530831,0.07852485066637974
13,mosaarm,0.04529788281634663,0.08243727598566308,0.06110837968149206
14,mowsaarm,0.049236829148202856,1.0,0.2246765581450569
15,mocatsoarm,0.004431314623338257,1.0,1.0
16,mocatsoarm,0.015755785327424915,0.24242424242424246,0.09378399312711065
17,mocatsoarm,0.01772525849335303,0.01772525849335303,0.06656812017278434
18,mocatsoarm,0.023633677991137372,0.023633677991137372,0.03031996501355989
19,motlboarm,0.0029542097488921715,1.0,0.0543526425198644
20,motlboarm,0.026587887740029542,0.48214285714285715,0.2526124011407279
21,motlboarm,0.035942885278188084,0.6239316239316239,0.14975280558442952
22,motlboarm,0.12998522895125553,0.2408759124087591,0.47656224625627863
23,motlboarm,0.1358936484490399,0.23958333333333334,0.4117660525726739
24,mofpaarm,0.1479566715903496,1.0,0.38465136369230457
25,mofpaarm,0.41063515509601184,0.9455782312925171,0.6231273254016512
26,moaloarm,0.5672082717872969,1.0,0.7531323069602691
27,modaarm,0.20088626292466766,1.0,0.4482033722816771
28,mohsbotsarm,0.0029542097488921715,0.5,0.0384331221012044
29,mohsbotsarm,0.007877892663712457,0.025039123630672927,0.11189084777289189
30,mohsbotsarm,0.01772525849335303,0.01772525849335303,0.13313624034556867
31,mohsbotsarm,0.023633677991137372,0.47058823529411764,0.10545961700745345
32,mohsbotsarm,0.03545051698670606,0.15015641293013557,0.104395638441337
33,mohsbotsarm,0.047267355982274745,0.047267355982274745,0.06276102558002243
34,modearm,0.21270310192023634,1.0,0.46119746521445276
35,nshsdearm,0.07090103397341212,0.5714285714285714,0.20128307568257073
36,mogeaarm,0.3229935992122107,1.0,0.5683252582915973
37,mogsaarm,0.0019694731659281144,0.5,0.16552117772047362
38,mogsaarm,0.0054160512063023145,0.5,0.07757258195045154
39,mogsaarm,0.01772525849335303,0.36363636363636365,0.08028417367724143
40,mogsaarm,0.07188577055637617,0.292,0.4640184600995216
41,mossoarm,0.007877892663712457,1.0,0.08875749356371244
42,mossoarm,0.015755785327424915,0.32,0.14792005232672778
43,mossoarm,0.01772525849335303,0.34615384615384615,0.08554182413749138
44,mossoarm,0.023633677991137372,0.04379562043795621,0.14797908710009702
45,mowoaarm,0.517971442639094,1.0,0.7197023291883207
46,mososarm,0.023633677991137372,0.34782608695652173,0.3453326778413725
47,mososarm,0.027572624322993598,1.0,0.16605006571210262
48,mocssarm,0.1085672082717873,0.4106145251396648,0.28483237665281635
