,algorithm,nbRules
0,mocsoarm,3
1,mopso,2
2,nsgaii,1
3,hmofaarm,1
4,mosaarm,5
5,mowsaarm,6
6,mocatsoarm,1
7,motlboarm,4
8,mofpaarm,1
9,moaloarm,5
10,modaarm,7
11,mohsbotsarm,4
12,modearm,3
13,nshsdearm,4
14,mogeaarm,1
15,mogsaarm,3
16,mossoarm,4
17,mowoaarm,1
18,mososarm,4
19,mocssarm,3
