,algorithm,nbRules
0,mocsoarm,3
1,mopso,1
2,nsgaii,2
3,hmofaarm,1
4,mosaarm,2
5,mowsaarm,6
6,mocatsoarm,2
7,motlboarm,5
8,mofpaarm,1
9,moaloarm,2
10,modaarm,5
11,mohsbotsarm,2
12,modearm,2
13,nshsdearm,3
14,mogeaarm,3
15,mogsaarm,3
16,mossoarm,4
17,mowoaarm,3
18,mososarm,4
19,mocssarm,5
