,algorithm,nbRules
0,mocsoarm,5
1,mopso,1
2,nsgaii,3
3,hmofaarm,1
4,mosaarm,5
5,mowsaarm,1
6,mocatsoarm,2
7,motlboarm,4
8,mofpaarm,1
9,moaloarm,2
10,modaarm,4
11,mohsbotsarm,2
12,modearm,3
13,nshsdearm,4
14,mogeaarm,2
15,mogsaarm,2
16,mossoarm,5
17,mowoaarm,3
18,mososarm,3
19,mocssarm,2
