,algorithm,nbRules
0,mocsoarm,4
1,mopso,1
2,nsgaii,4
3,hmofaarm,2
4,mosaarm,2
5,mowsaarm,7
6,mocatsoarm,3
7,motlboarm,1
8,mofpaarm,1
9,moaloarm,4
10,modaarm,3
11,mohsbotsarm,2
12,modearm,1
13,nshsdearm,6
14,mogeaarm,2
15,mogsaarm,3
16,mossoarm,3
17,mowoaarm,2
18,mososarm,5
19,mocssarm,1
