,algorithm,support,confidence,cosine
0,mocsoarm,0.8079470198675497,1.0,0.8988587318747867
1,mopso,0.006622516556291391,1.0,0.09053574604251853
2,mopso,0.033112582781456956,0.8333333333333334,0.2777777777777778
3,mopso,0.09271523178807947,0.09271523178807947,0.1007011840884763
4,nsgaii,0.006622516556291391,0.07142857142857142,0.08451542547285165
5,nsgaii,0.013245033112582781,0.5,0.08137884587711595
6,hmofaarm,0.32450331125827814,1.0,0.5696519211398117
7,mosaarm,0.8079470198675497,1.0,0.8988587318747867
8,mowsaarm,0.013245033112582781,1.0,0.37796447300922725
9,mowsaarm,0.2582781456953642,0.2582781456953642,0.28734008641898917
10,mocatsoarm,0.847682119205298,1.0,0.9206965402374976
11,motlboarm,0.006622516556291391,1.0,0.20412414523193148
12,motlboarm,0.019867549668874173,0.019867549668874173,0.12206826881567392
13,motlboarm,0.019867549668874173,0.04,0.05222329678670935
14,mofpaarm,0.152317880794702,1.0,0.39027923438828
15,moaloarm,0.15894039735099338,1.0,0.39867329651105726
16,modaarm,0.847682119205298,1.0,0.9206965402374976
17,mohsbotsarm,0.013245033112582781,0.09999999999999999,0.1118033988749895
18,mohsbotsarm,0.026490066225165563,0.026490066225165563,0.1627576917542319
19,modearm,0.006622516556291391,1.0,0.08137884587711595
20,modearm,0.039735099337748346,0.039735099337748346,0.15440550379649362
21,nshsdearm,0.0728476821192053,0.7857142857142857,0.2598505751938437
22,mogeaarm,0.847682119205298,1.0,0.9206965402374976
23,mogsaarm,0.006622516556291391,1.0,0.08137884587711595
24,mogsaarm,0.033112582781456956,0.3846153846153847,0.4902903378454601
25,mogsaarm,0.046357615894039736,0.7,0.41105415366029247
26,mogsaarm,0.052980132450331126,0.47058823529411764,0.32796802467631514
27,mossoarm,0.4966887417218543,1.0,0.7047614786024093
28,mowoaarm,0.8079470198675497,1.0,0.8988587318747867
29,mososarm,0.059602649006622516,1.0,0.24413653763134785
30,mocssarm,0.013245033112582781,1.0,0.1150870675296872
31,mocssarm,0.046357615894039736,0.4117647058823529,0.4383570037596047
