,score,algorithm
0,11.4,mowsaarm
1,10.72,mossoarm
2,9.26,nsgaii
3,9.21,mogsaarm
4,8.57,mosaarm
5,8.46,mogeaarm
6,6.45,mocatsoarm
7,6.35,mososarm
8,6.19,moaloarm
9,5.1,modaarm
10,4.97,mohsbotsarm
11,4.92,modearm
12,4.33,mopso
13,2.91,mocsoarm
14,2.86,hmofaarm
15,2.86,mofpaarm
16,2.86,mowoaarm
17,2.8,nshsdearm
18,2.8,mocssarm
19,2.79,motlboarm
