,score,algorithm
0,9.4,mowsaarm
1,7.55,mohsbotsarm
2,7.17,mogsaarm
3,6.74,nsgaii
4,6.68,mocsoarm
5,6.6,nshsdearm
6,6.47,moaloarm
7,6.39,motlboarm
8,6.21,mocssarm
9,6.01,mopso
10,5.97,mosaarm
11,5.56,mossoarm
12,5.21,mososarm
13,5.13,mogeaarm
14,4.86,modearm
15,4.81,mofpaarm
16,4.49,modaarm
17,4.26,mowoaarm
18,2.95,hmofaarm
19,1.83,mocatsoarm
