,algorithm,nbRules
0,mocsoarm,1
1,mopso,4
2,nsgaii,4
3,hmofaarm,1
4,mosaarm,2
5,mowsaarm,2
6,mocatsoarm,6
7,motlboarm,3
8,mofpaarm,1
9,moaloarm,3
10,modaarm,5
11,mohsbotsarm,3
12,modearm,3
13,nshsdearm,4
14,mogeaarm,6
15,mogsaarm,1
16,mossoarm,2
17,mowoaarm,3
18,mososarm,5
19,mocssarm,3
