,0,1
0,3.27,mopso
1,3.09,mocsoarm
2,3.02,mowsaarm
3,2.8,modearm
4,2.18,nshsdearm
5,1.57,nsgaii
6,1.16,mofpaarm
7,1.0,hmofaarm
8,0.98,modaarm
9,0.94,mowoaarm
10,0.91,mocatsoarm
11,0.87,moaloarm
12,0.83,mossoarm
13,0.8,motlboarm
14,0.68,mohsbotsarm
15,0.64,mocssarm
16,0.6,mogeaarm
17,0.52,mosaarm
18,0.12,mogsaarm
19,0.0,mososarm
