,0,1
0,3.48,mopso
1,2.88,mocsoarm
2,2.78,mocatsoarm
3,2.26,nshsdearm
4,1.67,nsgaii
5,1.58,modearm
6,1.33,mofpaarm
7,1.28,mowsaarm
8,1.0,hmofaarm
9,0.98,modaarm
10,0.96,mowoaarm
11,0.92,moaloarm
12,0.89,mosaarm
13,0.88,mossoarm
14,0.76,mohsbotsarm
15,0.71,mocssarm
16,0.38,motlboarm
17,0.29,mogeaarm
18,0.11,mogsaarm
19,0.06,mososarm
