,0,1
0,3.06,mowsaarm
1,2.46,mososarm
2,2.45,mocsoarm
3,2.0,mosaarm
4,1.95,mowoaarm
5,1.65,modaarm
6,0.95,hmofaarm
7,0.93,mopso
8,0.88,mocatsoarm
9,0.83,mofpaarm
10,0.83,mossoarm
11,0.76,mogeaarm
12,0.71,moaloarm
13,0.68,modearm
14,0.66,nsgaii
15,0.62,nshsdearm
16,0.41,mohsbotsarm
17,0.38,motlboarm
18,0.34,mocssarm
19,0.11,mogsaarm
