,0,1
0,3.07,mososarm
1,2.57,mocsoarm
2,2.0,mosaarm
3,1.76,modaarm
4,1.67,mowsaarm
5,1.67,mowoaarm
6,1.38,nsgaii
7,1.3,modearm
8,0.98,hmofaarm
9,0.95,mopso
10,0.91,mocatsoarm
11,0.86,mofpaarm
12,0.86,mossoarm
13,0.77,mogeaarm
14,0.72,moaloarm
15,0.51,mohsbotsarm
16,0.48,nshsdearm
17,0.44,mocssarm
18,0.2,mogsaarm
19,0.0,motlboarm
