,0,1
0,2.49,mocsoarm
1,2.33,mososarm
2,1.95,mowoaarm
3,1.64,mosaarm
4,1.61,modaarm
5,1.37,mowsaarm
6,0.98,mocssarm
7,0.95,hmofaarm
8,0.93,mopso
9,0.88,mocatsoarm
10,0.83,mofpaarm
11,0.83,mossoarm
12,0.76,mogeaarm
13,0.71,moaloarm
14,0.69,modearm
15,0.67,nsgaii
16,0.38,mohsbotsarm
17,0.31,motlboarm
18,0.3,nshsdearm
19,0.15,mogsaarm
