,0,1
0,3.2,mowsaarm
1,2.49,mocsoarm
2,2.47,mososarm
3,1.95,mosaarm
4,1.95,mowoaarm
5,1.66,modaarm
6,0.95,hmofaarm
7,0.93,mopso
8,0.88,mocatsoarm
9,0.83,mofpaarm
10,0.83,mossoarm
11,0.76,mogeaarm
12,0.71,moaloarm
13,0.69,modearm
14,0.67,nsgaii
15,0.6,nshsdearm
16,0.51,motlboarm
17,0.4,mohsbotsarm
18,0.33,mocssarm
19,0.1,mogsaarm
