,0,1
0,4.85,mohsbotsarm
1,3.75,mocssarm
2,3.4,nshsdearm
3,1.92,modearm
4,1.88,nsgaii
5,1.74,mocatsoarm
6,1.02,mosaarm
7,1.0,hmofaarm
8,0.98,mowoaarm
9,0.96,modaarm
10,0.94,moaloarm
11,0.88,mossoarm
12,0.74,mocsoarm
13,0.65,mopso
14,0.56,mofpaarm
15,0.43,mowsaarm
16,0.33,motlboarm
17,0.29,mogeaarm
18,0.09,mogsaarm
19,0.06,mososarm
