,0,1
0,4.83,mocsoarm
1,1.89,modaarm
2,1.35,nsgaii
3,1.3,mososarm
4,1.03,modearm
5,1.0,hmofaarm
6,1.0,mosaarm
7,0.97,mopso
8,0.95,mocatsoarm
9,0.92,mossoarm
10,0.88,mowsaarm
11,0.82,mowoaarm
12,0.79,mogeaarm
13,0.76,mofpaarm
14,0.68,moaloarm
15,0.5,mohsbotsarm
16,0.45,mocssarm
17,0.24,nshsdearm
18,0.0,motlboarm
19,0.0,mogsaarm
