,0,1
0,3.21,mososarm
1,2.6,mocsoarm
2,2.34,mosaarm
3,2.12,modearm
4,1.95,mowoaarm
5,1.72,modaarm
6,1.66,mowsaarm
7,0.95,hmofaarm
8,0.93,mopso
9,0.89,mocatsoarm
10,0.86,nshsdearm
11,0.84,mofpaarm
12,0.84,mossoarm
13,0.77,mogeaarm
14,0.73,moaloarm
15,0.7,nsgaii
16,0.52,mohsbotsarm
17,0.45,mocssarm
18,0.36,motlboarm
19,0.1,mogsaarm
