,0,1
0,2.58,mocsoarm
1,1.89,mosaarm
2,1.79,modaarm
3,1.37,nsgaii
4,1.29,mowsaarm
5,1.26,mososarm
6,1.0,hmofaarm
7,1.0,modearm
8,0.97,mopso
9,0.92,mocatsoarm
10,0.87,mofpaarm
11,0.87,mossoarm
12,0.79,mowoaarm
13,0.77,mogeaarm
14,0.72,moaloarm
15,0.51,mohsbotsarm
16,0.47,nshsdearm
17,0.44,mocssarm
18,0.11,mogsaarm
19,0.0,motlboarm
