,0,1
0,2.76,mososarm
1,2.46,mocsoarm
2,1.69,modaarm
3,1.69,mowoaarm
4,1.62,mosaarm
5,0.98,hmofaarm
6,0.97,mowsaarm
7,0.97,modearm
8,0.95,mopso
9,0.9,mocatsoarm
10,0.85,mofpaarm
11,0.85,mossoarm
12,0.75,mogeaarm
13,0.7,moaloarm
14,0.68,nsgaii
15,0.48,mohsbotsarm
16,0.41,nshsdearm
17,0.4,mocssarm
18,0.32,motlboarm
19,0.11,mogsaarm
