,0,1
0,6.44,mocsoarm
1,3.23,modearm
2,2.81,mopso
3,2.39,mowsaarm
4,2.08,modaarm
5,1.7,nshsdearm
6,1.43,nsgaii
7,1.07,mofpaarm
8,1.0,hmofaarm
9,0.98,mocatsoarm
10,0.9,mowoaarm
11,0.88,mogeaarm
12,0.82,moaloarm
13,0.78,mossoarm
14,0.62,motlboarm
15,0.62,mohsbotsarm
16,0.58,mocssarm
17,0.49,mosaarm
18,0.12,mososarm
19,0.0,mogsaarm
