,0,1
0,2.59,mocsoarm
1,1.78,modaarm
2,1.71,mosaarm
3,1.35,nsgaii
4,1.24,mososarm
5,1.18,mowsaarm
6,1.0,hmofaarm
7,0.97,mopso
8,0.92,mocatsoarm
9,0.91,modearm
10,0.87,mofpaarm
11,0.87,mossoarm
12,0.79,mowoaarm
13,0.76,mogeaarm
14,0.71,moaloarm
15,0.5,mohsbotsarm
16,0.42,mocssarm
17,0.24,nshsdearm
18,0.11,mogsaarm
19,0.0,motlboarm
