,0,1
0,3.07,mocatsoarm
1,2.88,nshsdearm
2,2.45,mopso
3,1.82,nsgaii
4,1.64,mowsaarm
5,1.64,modearm
6,1.02,mosaarm
7,1.0,hmofaarm
8,0.98,modaarm
9,0.96,mowoaarm
10,0.91,moaloarm
11,0.87,mossoarm
12,0.78,mohsbotsarm
13,0.74,mocssarm
14,0.67,mocsoarm
15,0.56,mofpaarm
16,0.31,mogeaarm
17,0.27,motlboarm
18,0.12,mogsaarm
19,0.07,mososarm
